TARGET,APP_NAME,URL,ADS.TXT,IS HTTPS?,programmaticians.com,rightxchange.com,REMARKS
https://modhub.us,-,https://modhub.us,https://modhub.us/ads.txt,True,-,-,
https://books2020.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='books2020.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1017)')))"
https://filmibeat.com,-,https://filmibeat.com,https://filmibeat.com/ads.txt,True,"programmaticians.com, PMWEB111, DIRECT","rightxchange.com, REXWEB105, DIRECT",
https://sofascore.com,-,https://sofascore.com,https://sofascore.com/ads.txt,True,-,-,
https://timeout.com,-,https://timeout.com,https://timeout.com/ads.txt,True,-,-,
https://hawtcelebs.com,-,https://hawtcelebs.com,https://hawtcelebs.com/ads.txt,True,-,-,
https://mundodeportivo.com,-,https://mundodeportivo.com,https://mundodeportivo.com/ads.txt,True,-,-,
https://ilovenovels.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='ilovenovels.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1017)')))"
https://booksnovels.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='booksnovels.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'booksnovels.com'. (_ssl.c:1017)"")))"
https://tweaksforgeeks.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='tweaksforgeeks.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7feebac10f10>: Failed to resolve 'tweaksforgeeks.com' ([Errno -2] Name or service not known)""))"
https://athleticia.net,-,https://athleticia.net,https://athleticia.net/ads.txt,True,-,-,
https://Moto.it,-,https://Moto.it,https://Moto.it/ads.txt,True,-,-,
equibase,-,-,-,-,-,-,Invalid domain
https://Automoto.it,-,https://Automoto.it,https://Automoto.it/ads.txt,True,-,-,
https://autolandia.us,-,https://autolandia.us,https://autolandia.us/ads.txt,True,-,-,
https://gearedtoyou.com,-,https://gearedtoyou.com,https://gearedtoyou.com/ads.txt,True,-,-,
https://casho.la,-,https://casho.la,https://casho.la/ads.txt,True,-,-,
https://vetrinamotori.it,-,https://vetrinamotori.it,https://vetrinamotori.it/ads.txt,True,-,-,
https://lancelotdigital.com,-,https://lancelotdigital.com,https://lancelotdigital.com/ads.txt,True,-,-,
https://crushthat.com,-,https://crushthat.com,https://crushthat.com/ads.txt,True,-,-,
https://lovenovels.net,-,https://lovenovels.net,https://lovenovels.net/ads.txt,True,-,-,
https://hiplatinos.com,-,https://hiplatinos.com,https://hiplatinos.com/ads.txt,True,-,-,
https://motherlyvisions.com,-,https://motherlyvisions.com,https://motherlyvisions.com/ads.txt,True,-,-,
https://gamewave.fr,-,https://gamewave.fr,https://gamewave.fr/ads.txt,True,-,-,
https://styleonwards.com,-,https://styleonwards.com,https://styleonwards.com/ads.txt,True,-,-,
https://outlookindia.com,-,https://outlookindia.com,https://outlookindia.com/ads.txt,True,"programmaticians.com, PMWEB142, DIRECT; programmaticians.com, PGADG254, DIRECT","rightxchange.com, REXWEB136, DIRECT",
https://wallstreetmojo.com,-,https://wallstreetmojo.com,https://wallstreetmojo.com/ads.txt,True,-,-,
feastfulcuisine,-,-,-,-,-,-,Invalid domain
https://ilustrado.cl,-,https://ilustrado.cl,https://ilustrado.cl/ads.txt,True,-,-,
https://breitbart.com,-,https://breitbart.com,https://breitbart.com/ads.txt,True,-,-,
https://buzzvip.pt,-,https://buzzvip.pt,https://buzzvip.pt/ads.txt,True,-,-,
https://polovniautomobili.com,-,https://polovniautomobili.com,https://polovniautomobili.com/ads.txt,True,-,-,
https://netzero.net,-,https://netzero.net,https://netzero.net/ads.txt,True,-,-,
https://besoccer.com,-,https://besoccer.com,https://besoccer.com/ads.txt,True,"programmaticians.com, PMCMRSL101, RESELLER; programmaticians.com, PMCMRSL100, RESELLER; programmaticians.com, PMCMRSL102, RESELLER; programmaticians.com, PMRE100, RESELLER","rightxchange.com, RECMRSL100, RESELLER; rightxchange.com, RECMRSL101, RESELLER; rightxchange.com, RXRE100, RESELLER",
https://pericos.es,-,https://pericos.es,https://pericos.es/ads.txt,True,-,-,
https://y99.in,-,https://y99.in,https://y99.in/ads.txt,True,-,-,
https://thestatuslife.com,-,https://thestatuslife.com,https://thestatuslife.com/ads.txt,True,-,-,
https://wrestlingheadlines.com,-,https://wrestlingheadlines.com,https://wrestlingheadlines.com/ads.txt,True,-,-,
https://winnerzcircle.com,-,-,-,-,-,-,Text content not found
https://vivarecipes.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='vivarecipes.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7feeb9f07940>: Failed to resolve 'vivarecipes.com' ([Errno -2] Name or service not known)""))"
https://runyourpool.com,-,-,-,-,-,-,Text content not found
https://disboards.com,-,https://disboards.com,https://disboards.com/ads.txt,True,-,-,
https://cnnindonesia.com,-,-,-,-,-,-,NA - 403
https://meetyou.me,-,https://meetyou.me,https://meetyou.me/ads.txt,True,-,-,
https://statecollege.com,-,https://statecollege.com,https://statecollege.com/ads.txt,True,-,-,
https://weddingdressesguide.com,-,https://weddingdressesguide.com,https://weddingdressesguide.com/ads.txt,True,-,-,
https://demotywatory.pl,-,https://demotywatory.pl,https://demotywatory.pl/ads.txt,True,-,-,
https://tlctv.com.tr,-,https://tlctv.com.tr,https://tlctv.com.tr/ads.txt,True,-,-,
https://dmax.com.tr,-,https://dmax.com.tr,https://dmax.com.tr/ads.txt,True,-,-,
https://joemonster.org,-,https://joemonster.org,https://joemonster.org/ads.txt,True,-,-,
https://kralmuzik.com.tr,-,https://kralmuzik.com.tr,https://kralmuzik.com.tr/ads.txt,True,-,-,
https://stylowi.pl,-,-,-,-,-,-,NA - 403
https://faktopedia.pl,-,https://faktopedia.pl,https://faktopedia.pl/ads.txt,True,-,-,
https://nogomania.com,-,https://nogomania.com,https://nogomania.com/ads.txt,True,"programmaticians.com, PMVDO101, DIRECT",-,
https://anonimowe.pl,-,https://anonimowe.pl,https://anonimowe.pl/ads.txt,True,-,-,
https://mistrzowie.org,-,https://mistrzowie.org,https://mistrzowie.org/ads.txt,True,-,-,
https://feastfulcuisine.com,-,https://feastfulcuisine.com,https://feastfulcuisine.com/ads.txt,True,-,-,
https://piekielni.pl,-,https://piekielni.pl,https://piekielni.pl/ads.txt,True,-,-,
https://medjournaldaily.com,-,https://medjournaldaily.com,https://medjournaldaily.com/ads.txt,True,-,-,
https://walla.co.il,-,https://walla.co.il,https://walla.co.il/ads.txt,True,-,-,
https://cronista.com,-,https://cronista.com,https://cronista.com/ads.txt,True,-,-,
https://tokybook.com,-,https://tokybook.com,https://tokybook.com/ads.txt,True,-,-,
https://mollygram.com,-,https://mollygram.com,https://mollygram.com/ads.txt,True,"programmaticians.com, PMVDO101, DIRECT",-,
https://education-load.net,-,https://education-load.net,https://education-load.net/ads.txt,True,-,-,
https://mid-day.com,-,https://mid-day.com,https://mid-day.com/ads.txt,True,-,-,
https://shaalaa.com,-,https://shaalaa.com,https://shaalaa.com/ads.txt,True,-,-,
https://newslive.com,-,https://newslive.com,https://newslive.com/ads.txt,True,"programmaticians.com, PMVDO101, DIRECT",-,
https://cookingfanatic.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='cookingfanatic.com', port=443): Read timed out. (read timeout=1)"
https://storiesdown.co,-,https://storiesdown.co,https://storiesdown.co/ads.txt,True,-,-,
https://tupaki.com,-,https://tupaki.com,https://tupaki.com/ads.txt,True,-,-,
https://askvoid.com,-,https://askvoid.com,https://askvoid.com/ads.txt,True,-,-,
https://factsc.com,-,https://factsc.com,https://factsc.com/ads.txt,True,-,-,
https://games4king.com,-,https://games4king.com,https://games4king.com/ads.txt,True,-,-,
https://dsij.in,-,https://dsij.in,https://dsij.in/ads.txt,True,-,-,
https://hotkdee.com,-,https://hotkdee.com,https://hotkdee.com/ads.txt,True,-,-,
https://starsunfolded.com,-,https://starsunfolded.com,https://starsunfolded.com/ads.txt,True,-,-,
https://asiafarming.com,-,https://asiafarming.com,https://asiafarming.com/ads.txt,True,-,-,
https://detik.com,-,https://detik.com,https://detik.com/ads.txt,True,-,-,
https://nameslook.com,-,https://nameslook.com,https://nameslook.com/ads.txt,True,-,-,
https://6parkbbs.com,-,-,-,-,-,-,Text content not found
https://livenewsnow.com,-,https://livenewsnow.com,https://livenewsnow.com/ads.txt,True,-,-,
https://romaniinostri.ro,-,https://romaniinostri.ro,https://romaniinostri.ro/ads.txt,True,-,-,
https://manoramaonline.com,-,https://manoramaonline.com,https://manoramaonline.com/ads.txt,True,-,-,
https://sarkarinetwork.com,-,-,-,-,-,-,1 lines only
https://pulsesports.ng,-,https://pulsesports.ng,https://pulsesports.ng/ads.txt,True,-,-,
https://livenewsof.com,-,https://livenewsof.com,https://livenewsof.com/ads.txt,True,-,-,
https://Hk01.com,-,https://Hk01.com,https://Hk01.com/ads.txt,True,-,-,
https://poezja.org,-,https://poezja.org,https://poezja.org/ads.txt,True,-,-,
https://dailymirror.lk,-,https://dailymirror.lk,https://dailymirror.lk/ads.txt,True,-,-,
https://rmfon.pl,-,https://rmfon.pl,https://rmfon.pl/ads.txt,True,-,-,
https://mamadu.pl,-,https://mamadu.pl,https://mamadu.pl/ads.txt,True,-,-,
https://dziennik.pl,-,https://dziennik.pl,https://dziennik.pl/ads.txt,True,-,-,
https://radiozet.pl,-,https://radiozet.pl,https://radiozet.pl/ads.txt,True,-,-,
https://twojstyl.pl,-,https://twojstyl.pl,https://twojstyl.pl/ads.txt,True,-,-,
https://pravda.sk,-,https://pravda.sk,https://pravda.sk/ads.txt,True,-,-,
https://naszemiasto.pl,-,https://naszemiasto.pl,https://naszemiasto.pl/ads.txt,True,-,-,
https://tko.pl,-,https://tko.pl,https://tko.pl/ads.txt,True,-,-,
https://expresskaszubski.pl,-,https://expresskaszubski.pl,https://expresskaszubski.pl/ads.txt,True,-,-,
https://ta3.com,-,https://ta3.com,https://ta3.com/ads.txt,True,-,-,
https://isokolka.eu,-,https://isokolka.eu,https://isokolka.eu/ads.txt,True,-,-,
https://mylomza.pl,-,https://mylomza.pl,https://mylomza.pl/ads.txt,True,-,-,
https://rmf.fm,-,https://rmf.fm,https://rmf.fm/ads.txt,True,-,-,
https://defence24.pl,-,https://defence24.pl,https://defence24.pl/ads.txt,True,-,-,
https://gorzowianin.com,-,https://gorzowianin.com,https://gorzowianin.com/ads.txt,True,-,-,
https://test-udt.pl,-,https://test-udt.pl,https://test-udt.pl/ads.txt,True,-,-,
https://hej.mielec.pl,-,https://hej.mielec.pl,https://hej.mielec.pl/ads.txt,True,-,-,
https://zenyvmeste.sk,-,https://zenyvmeste.sk,https://zenyvmeste.sk/ads.txt,True,-,-,
https://innpoland.pl,-,https://innpoland.pl,https://innpoland.pl/ads.txt,True,-,-,
https://lublin24.pl,-,https://lublin24.pl,https://lublin24.pl/ads.txt,True,-,-,
https://iszczecinek.pl,-,https://iszczecinek.pl,https://iszczecinek.pl/ads.txt,True,-,-,
https://tuwroclaw.com,-,https://tuwroclaw.com,https://tuwroclaw.com/ads.txt,True,-,-,
https://lowiczanin.info,-,https://lowiczanin.info,https://lowiczanin.info/ads.txt,True,-,-,
https://24jgora.pl,-,https://24jgora.pl,https://24jgora.pl/ads.txt,True,-,-,
https://ndtv.com,-,https://ndtv.com,https://ndtv.com/ads.txt,True,-,-,
https://sharchat.com,-,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='sharchat.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7feeb9f05180>: Failed to resolve 'sharchat.com' ([Errno -2] Name or service not known)""))"
https://indiatvnews.com,-,https://indiatvnews.com,https://indiatvnews.com/ads.txt,True,"programmaticians.com, PGADG254, DIRECT",-,
