TARGET,APP_NAME,URL,ADS.TXT,IS HTTPS?,programmaticians.com,REMARKS
https://cosmopolitan.in,-,https://cosmopolitan.in,https://cosmopolitan.in/ads.txt,True,-,
https://timesofindia.indiatimes.com,-,https://timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/ads.txt,True,-,
https://news18.com,-,-,-,-,-,NA - 403
https://cyberastro.com,-,-,-,-,-,Text content not found
https://zoombangla.com,-,https://zoombangla.com,https://zoombangla.com/ads.txt,True," programmaticians.com, PGADG135, DIRECT",
https://Moneycontrol.com,-,https://Moneycontrol.com,https://Moneycontrol.com/ads.txt,True,"programmaticians.com, PGADG107, DIRECT; programmaticians.com, PMWEB122, DIRECT; programmaticians.com, PMWEB117, DIRECT",
https://pixelwarriors.online,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='pixelwarriors.online', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b00c5a980>: Failed to resolve 'pixelwarriors.online' ([Errno -2] Name or service not known)""))"
https://banglanews24.com,-,-,-,-,-,NA - 403
https://dqindia.com,-,https://dqindia.com,https://dqindia.com/ads.txt,True,"programmaticians.com, AFICMNT101, DIRECT",
https://pcquest.com,-,https://pcquest.com,https://pcquest.com/ads.txt,True,"programmaticians.com, AFICMNT106, DIRECT",
https://sanjeevanisamachar.com,-,https://sanjeevanisamachar.com,https://sanjeevanisamachar.com/ads.txt,True,-,
https://bdjobs.com,-,https://bdjobs.com,https://bdjobs.com/ads.txt,True,"programmaticians.com, PGADG147, DIRECT",
https://hpbl.co.in,-,https://hpbl.co.in,https://hpbl.co.in/ads.txt,True,-,
https://ibc24.in,-,https://ibc24.in,https://ibc24.in/ads.txt,True,"programmaticians.com, PGADG107, DIRECT; programmaticians.com, PGADG254, DIRECT; programmaticians.com, PGADG113, DIRECT #programmaticians",
https://cgwall.in,-,https://cgwall.in,https://cgwall.in/ads.txt,True,-,
https://nwnews24.com,-,https://nwnews24.com,https://nwnews24.com/ads.txt,True,-,
https://kadwaghut.com,-,https://kadwaghut.com,https://kadwaghut.com/ads.txt,True,-,
https://financialexpertt.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='financialexpertt.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b09530b20>: Failed to resolve 'financialexpertt.com' ([Errno -2] Name or service not known)""))"
https://haryanaschemes.in,-,-,-,-,-,Ads.txt Not Found
https://inn24news.in,-,https://inn24news.in,https://inn24news.in/ads.txt,True," programmaticians.com, PGADG173, DIRECT;  programmaticians.com, PGADG178, DIRECT",
https://sgxnifty.org,-,https://sgxnifty.org,https://sgxnifty.org/ads.txt,True,"programmaticians.com, PGADG184, DIRECT; programmaticians.com, PMWEB154, DIRECT",
https://bhartiyabasti.com,-,https://bhartiyabasti.com,https://bhartiyabasti.com/ads.txt,True,"programmaticians.com, PGADG254, DIRECT",
https://chhattisgarhprimetime.com,-,https://chhattisgarhprimetime.com,https://chhattisgarhprimetime.com/ads.txt,True," programmaticians.com, PGADG175, DIRECT",
https://yashbharat.com,-,https://yashbharat.com,https://yashbharat.com/ads.txt,True,-,
https://zutiza.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='zutiza.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b09531db0>: Failed to resolve 'zutiza.com' ([Errno -5] No address associated with hostname)""))"
https://hajipurwaladj.in,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='hajipurwaladj.in', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b00dc77c0>: Failed to resolve 'hajipurwaladj.in' ([Errno -2] Name or service not known)""))"
https://technostrikers.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='technostrikers.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b094ba080>: Failed to resolve 'technostrikers.com' ([Errno -2] Name or service not known)""))"
https://usheadlines.today,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='usheadlines.today', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b00c5a3b0>: Failed to resolve 'usheadlines.today' ([Errno -2] Name or service not known)""))"
https://schools360.in,-,https://schools360.in,https://schools360.in/ads.txt,True,-,
https://yashbharat.co.in,-,https://yashbharat.co.in,https://yashbharat.co.in/ads.txt,True,"programmaticians.com,PGADG544,DIRECT",
https://stockomarket.com,-,https://stockomarket.com,https://stockomarket.com/ads.txt,True,"programmaticians.com, PGADG191, DIRECT",
https://thegamermarket.com,-,-,-,-,-,4 lines only
https://voicendata.com,-,https://voicendata.com,https://voicendata.com/ads.txt,True,"programmaticians.com, AFICMNT102, DIRECT",
https://ciol.com,-,https://ciol.com,https://ciol.com/ads.txt,True,"programmaticians.com, AFICMNT103, DIRECT",
https://dqchannels.com,-,https://dqchannels.com,https://dqchannels.com/ads.txt,True,"programmaticians.com, AFICMNT104, DIRECT",
https://industrialpunch.com,-,https://industrialpunch.com,https://industrialpunch.com/ads.txt,True,-,
https://techportalnews.com,-,-,-,-,-,Ads.txt Not Found
https://dqweek.com,-,https://dqweek.com,https://dqweek.com/ads.txt,True,"programmaticians.com, AFICMNT105, DIRECT",
https://mnosports.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='mnosports.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b094ba5c0>: Failed to resolve 'mnosports.com' ([Errno -2] Name or service not known)""))"
https://skculzang.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='skculzang.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b095337f0>: Failed to resolve 'skculzang.com' ([Errno -2] Name or service not known)""))"
https://trendynewscenter.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='trendynewscenter.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b09530d60>: Failed to resolve 'trendynewscenter.com' ([Errno -2] Name or service not known)""))"
https://satysanwad.com,-,https://satysanwad.com,https://satysanwad.com/ads.txt,True,"programmaticians.com, PGADG201, DIRECT",
https://acmilan.com.pl,-,https://acmilan.com.pl,https://acmilan.com.pl/ads.txt,True,"programmaticians.com, PGADG200, DIRECT; programmaticians.com, PGADG200, DIRECT",
https://fantasysports4u.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='fantasysports4u.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b00dc59f0>: Failed to resolve 'fantasysports4u.com' ([Errno -2] Name or service not known)""))"
https://abplive.com,-,https://abplive.com,https://abplive.com/ads.txt,True,"programmaticians.com, PGADG521, DIRECT #programmaticians",
https://thejobwala.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='thejobwala.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6b094bab00>: Failed to resolve 'thejobwala.com' ([Errno -2] Name or service not known)""))"
