TARGET,APP_NAME,URL,ADS.TXT,IS HTTPS?,pixelverge.com,REMARKS
https://arcadianlab.com,-,-,-,-,-,Ads.txt Not Found
https://helpcontactus002.blogspot.com,-,https://helpcontactus002.blogspot.com,https://helpcontactus002.blogspot.com/ads.txt,True,-,
https://mbitmusic.in,-,-,-,-,-,NA - 500
https://cinereporter.com,-,-,-,-,-,Text content not found
https://businer.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='businer.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1017)')))"
https://ryt-music.com,-,-,-,-,-,Text content not found
https://supercent.io,-,-,-,-,-,Empty response
https://cricheroes.com,-,https://cricheroes.com,https://cricheroes.com/ads.txt,True,-,
https://narasi.tv,-,https://narasi.tv,https://narasi.tv/ads.txt,True,-,
https://bhopalsamachar.com,-,https://bhopalsamachar.com,https://bhopalsamachar.com/ads.txt,True,-,
https://suara.com,-,https://suara.com,https://suara.com/ads.txt,True,-,
https://Vnexpress.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='vnexpress.com', port=443): Max retries exceeded with url: /ads.txt (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f6690a7cfd0>, 'Connection to vnexpress.com timed out. (connect timeout=1)'))"
https://shivpurisamachaar.com,-,https://shivpurisamachaar.com,https://shivpurisamachaar.com/ads.txt,True,-,
https://gamefuzed.com,-,https://gamefuzed.com,https://gamefuzed.com/ads.txt,True,-,
https://gamelinkshop.top,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='gamelinkshop.top', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690a7c430>: Failed to resolve 'gamelinkshop.top' ([Errno -2] Name or service not known)""))"
https://gamedealstore.top,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='gamedealstore.top', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690c96770>: Failed to resolve 'gamedealstore.top' ([Errno -2] Name or service not known)""))"
https://gamerhydra.com,-,-,-,-,-,Text content not found
https://ixigo.com,-,https://ixigo.com,https://ixigo.com/ads.txt,True,-,
https://dantri.com.vn,-,https://dantri.com.vn,https://dantri.com.vn/ads.txt,True,-,
https://baohatinh.vn,-,https://baohatinh.vn,https://baohatinh.vn/ads.txt,True,-,
https://369rocks.com,-,-,-,-,-,Text content not found
https://Tempo.co,-,https://Tempo.co,https://Tempo.co/ads.txt,True,-,
https://nedir.org,-,https://nedir.org,https://nedir.org/ads.txt,True,-,
https://metrojournalonline.com,-,https://metrojournalonline.com,https://metrojournalonline.com/ads.txt,True,-,
https://olx.in,-,https://olx.in,https://olx.in/ads.txt,True,-,
https://videoplaysongs.blogspot.com,-,https://videoplaysongs.blogspot.com,https://videoplaysongs.blogspot.com/ads.txt,True,-,
https://geotimes.id,-,https://geotimes.id,https://geotimes.id/ads.txt,True,-,
https://gujaratsamachar.com,-,https://gujaratsamachar.com,https://gujaratsamachar.com/ads.txt,True,-,
https://moneymistress.co.uk,-,-,-,-,-,Ads.txt Not Found
https://newsweek.ro,-,https://newsweek.ro,https://newsweek.ro/ads.txt,True,-,
https://cnnindonesia.com,-,-,-,-,-,NA - 403
https://gamespot10.store,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='gamespot10.store', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690c97370>: Failed to resolve 'gamespot10.store' ([Errno -2] Name or service not known)""))"
https://publictv.in,-,https://publictv.in,https://publictv.in/ads.txt,True,-,
https://menuprices.co.uk,-,-,-,-,-,"ConnectionError ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://indiadarpanlive.com,-,-,-,-,-,1 lines only
https://aajtak.in,-,https://aajtak.in,https://aajtak.in/ads.txt,True,-,
https://gamesagaquest.top,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='gamesagaquest.top', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690a7ed10>: Failed to resolve 'gamesagaquest.top' ([Errno -2] Name or service not known)""))"
https://indiadarpanlive.com,-,-,-,-,-,1 lines only
https://stingrtv.com,-,https://stingrtv.com,https://stingrtv.com/ads.txt,True,-,
https://basicappzone.blogspot.com,-,https://basicappzone.blogspot.com,https://basicappzone.blogspot.com/ads.txt,True,-,
https://drivespark.com,-,https://drivespark.com,https://drivespark.com/ads.txt,True,-,
https://oneindia.com,-,https://oneindia.com,https://oneindia.com/ads.txt,True,-,
https://thairath.co.th,-,https://thairath.co.th,https://thairath.co.th/ads.txt,True,-,
https://public.app,-,https://public.app,https://public.app/ads.txt,True,-,
https://bhaskar.com,-,https://bhaskar.com,https://bhaskar.com/ads.txt,True,-,
https://goldenstormsyatem.blogspot.com,-,https://goldenstormsyatem.blogspot.com,https://goldenstormsyatem.blogspot.com/ads.txt,True,-,
https://giaoducthoidai.vn,-,https://giaoducthoidai.vn,https://giaoducthoidai.vn/ads.txt,True,-,
https://hipi.co.in,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='hipi.co.in', port=443): Read timed out. (read timeout=1)"
https://punjabkesari.in,-,https://punjabkesari.in,https://punjabkesari.in/ads.txt,True,-,
https://madhook.io,-,-,-,-,-,Ads.txt Not Found
https://jeinzmacias.co,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='jeinzmacias.co', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1017)')))"
https://ayojakarta.com,-,https://ayojakarta.com,https://ayojakarta.com/ads.txt,True,-,
https://gameriftdynasty.top,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='gameriftdynasty.top', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690a7f850>: Failed to resolve 'gameriftdynasty.top' ([Errno -2] Name or service not known)""))"
https://dainikharyana.com,-,-,-,-,-,Ads.txt Not Found
https://modlegames.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='modlegames.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690c97220>: Failed to resolve 'modlegames.com' ([Errno -2] Name or service not known)""))"
https://yemennownews.com,-,https://yemennownews.com,https://yemennownews.com/ads.txt,True,-,
https://sitefindmax.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='sitefindmax.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f6690a7dea0>: Failed to resolve 'sitefindmax.com' ([Errno -2] Name or service not known)""))"
https://boldsky.com,-,https://boldsky.com,https://boldsky.com/ads.txt,True,-,
https://usciscasetracker.com,-,-,-,-,-,Ads.txt Not Found
