TARGET,APP_NAME,URL,ADS.TXT,IS HTTPS?,programmaticians.com,REMARKS
https://news18.com,-,-,-,-,-,NA - 403
https://cosmopolitan.in,-,https://cosmopolitan.in,https://cosmopolitan.in/ads.txt,True,-,
https://timesofindia.indiatimes.com,-,https://timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/ads.txt,True,-,
https://zoombangla.com,-,https://zoombangla.com,https://zoombangla.com/ads.txt,True," programmaticians.com, PGADG135, DIRECT",
https://pcquest.com,-,https://pcquest.com,https://pcquest.com/ads.txt,True,"programmaticians.com, AFICMNT106, DIRECT",
https://haryanaschemes.in,-,https://haryanaschemes.in,https://haryanaschemes.in/ads.txt,True,"programmaticians.com, PGADG166, DIRECT",
https://dqindia.com,-,https://dqindia.com,https://dqindia.com/ads.txt,True,"programmaticians.com, AFICMNT101, DIRECT",
https://pixelwarriors.online,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='pixelwarriors.online', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b14235420>: Failed to resolve 'pixelwarriors.online' ([Errno -2] Name or service not known)""))"
https://Moneycontrol.com,-,https://Moneycontrol.com,https://Moneycontrol.com/ads.txt,True,"programmaticians.com, PGADG107, DIRECT; programmaticians.com, PMWEB122, DIRECT; programmaticians.com, PMWEB117, DIRECT",
https://kadwaghut.com,-,-,-,-,-,NA - 403
https://hpbl.co.in,-,-,-,-,-,NA - 403
https://banglanews24.com,-,https://banglanews24.com,https://banglanews24.com/ads.txt,True,"programmaticians.com, PGADG150, DIRECT",
https://cyberastro.com,-,-,-,-,-,Text content not found
https://bdjobs.com,-,https://bdjobs.com,https://bdjobs.com/ads.txt,True,"programmaticians.com, PGADG147, DIRECT",
https://chhattisgarhprimetime.com,-,-,-,-,-,NA - 403
https://cgwall.in,-,-,-,-,-,NA - 403
https://inn24news.in,-,-,-,-,-,NA - 403
https://financialexpertt.com,-,-,-,-,-,NA - 403
https://ibc24.in,-,https://ibc24.in,https://ibc24.in/ads.txt,True,"programmaticians.com, PGADG107, DIRECT; programmaticians.com, PGADG254, DIRECT; programmaticians.com, PGADG113, DIRECT #programmaticians",
https://nwnews24.com,-,https://nwnews24.com,https://nwnews24.com/ads.txt,True,-,
https://usheadlines.today,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='usheadlines.today', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b14237e50>: Failed to resolve 'usheadlines.today' ([Errno -2] Name or service not known)""))"
https://hajipurwaladj.in,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='hajipurwaladj.in', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b00de1420>: Failed to resolve 'hajipurwaladj.in' ([Errno -2] Name or service not known)""))"
https://bhartiyabasti.com,-,https://bhartiyabasti.com,https://bhartiyabasti.com/ads.txt,True,"programmaticians.com, PGADG254, DIRECT",
https://sanjeevanisamachar.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='sanjeevanisamachar.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1b00de02b0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))"
https://zutiza.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='zutiza.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b14236620>: Failed to resolve 'zutiza.com' ([Errno -2] Name or service not known)""))"
https://technostrikers.com,-,-,-,-,-,NA - 403
https://sgxnifty.org,-,https://sgxnifty.org,https://sgxnifty.org/ads.txt,True,"programmaticians.com, PGADG184, DIRECT; programmaticians.com, PMWEB154, DIRECT",
https://schools360.in,-,-,-,-,-,2 lines only
https://techportalnews.com,-,-,-,-,-,Ads.txt Not Found
https://yashbharat.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='yashbharat.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1b142b6410>: Failed to establish a new connection: [Errno 101] Network is unreachable'))"
https://stockomarket.com,-,https://stockomarket.com,https://stockomarket.com/ads.txt,True,"programmaticians.com, PGADG191, DIRECT",
https://thekhabrilal.com,-,-,-,-,-,Ads.txt Not Found
https://thegamermarket.com,-,-,-,-,-,3 lines only
https://yashbharat.co.in,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='yashbharat.co.in', port=443): Max retries exceeded with url: /ads.txt (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f1b142b6110>, 'Connection to yashbharat.co.in timed out. (connect timeout=1)'))"
https://voicendata.com,-,https://voicendata.com,https://voicendata.com/ads.txt,True,"programmaticians.com, AFICMNT102, DIRECT",
https://industrialpunch.com,-,https://industrialpunch.com,https://industrialpunch.com/ads.txt,True,-,
https://ciol.com,-,https://ciol.com,https://ciol.com/ads.txt,True,"programmaticians.com, AFICMNT103, DIRECT",
https://dqchannels.com,-,https://dqchannels.com,https://dqchannels.com/ads.txt,True,"programmaticians.com, AFICMNT104, DIRECT",
https://mnosports.com,-,-,-,-,-,NA - 403
https://dqweek.com,-,https://dqweek.com,https://dqweek.com/ads.txt,True,"programmaticians.com, AFICMNT105, DIRECT",
https://abplive.com,-,https://abplive.com,https://abplive.com/ads.txt,True,-,
https://haritprawah.com,-,-,-,-,-,1 lines only
https://skculzang.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='skculzang.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1017)')))"
https://daebak.tokyo,-,https://daebak.tokyo,https://daebak.tokyo/ads.txt,True,"programmaticians.com, PMVDO101, DIRECT",
https://modernschool.online,-,-,-,-,-,NA - 403
https://trendynewscenter.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='trendynewscenter.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'trendynewscenter.com'. (_ssl.c:1017)"")))"
https://satysanwad.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='satysanwad.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1b14235390>: Failed to establish a new connection: [Errno 101] Network is unreachable'))"
https://delhipublicschools.in,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='delhipublicschools.in', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b14236920>: Failed to resolve 'delhipublicschools.in' ([Errno -2] Name or service not known)""))"
https://fantasysports4u.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='fantasysports4u.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'fantasysports4u.com'. (_ssl.c:1017)"")))"
https://acmilan.com.pl,-,https://acmilan.com.pl,https://acmilan.com.pl/ads.txt,True,"programmaticians.com, PGADG200, DIRECT; programmaticians.com, PGADG200, DIRECT",
https://illustrateddailynews.com,-,https://illustrateddailynews.com,https://illustrateddailynews.com/ads.txt,True,-,
https://delhipublicschools.com,-,-,-,-,-,NA - 403
https://theshriramschool.co.in,-,-,-,-,-,NA - 403
https://ladyshriramcollege.in,-,-,-,-,-,NA - 403
https://loyolacollege.co.in,-,-,-,-,-,NA - 403
https://automahiti24.in,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='automahiti24.in', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b142b4b20>: Failed to resolve 'automahiti24.in' ([Errno -2] Name or service not known)""))"
https://kasturbamedicalcollege.com,-,-,-,-,-,NA - 403
https://pkmstudy.com,-,-,-,-,-,NA - 403
https://kinggeorgesmedicaluniversity.com,-,-,-,-,-,NA - 403
https://maulanaazadmedicalcollege.com,-,-,-,-,-,NA - 403
https://guargumrate.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='guargumrate.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b00d12da0>: Failed to resolve 'guargumrate.com' ([Errno -2] Name or service not known)""))"
https://Sentinelassam.com,-,https://Sentinelassam.com,https://Sentinelassam.com/ads.txt,True,"programmaticians.com, PGADG230, DIRECT",
https://thejobwala.com,-,-,-,-,-,Ads.txt Not Found
https://automobgk.com,-,-,-,-,-,"ConnectionError ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://motorbikeupdate.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='motorbikeupdate.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b14234520>: Failed to resolve 'motorbikeupdate.com' ([Errno -2] Name or service not known)""))"
https://examapna.com,-,-,-,-,-,Text content not found
https://vanshbill.com,-,https://vanshbill.com,https://vanshbill.com/ads.txt,True,"programmaticians.com, PGADG229, DIRECT",
https://nenews.in,-,https://nenews.in,https://nenews.in/ads.txt,True,"programmaticians.com, PGADG231,DIRECT",
https://dhanpedia.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='dhanpedia.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b00d13460>: Failed to resolve 'dhanpedia.com' ([Errno -2] Name or service not known)""))"
https://stxavierscolleges.com,-,https://stxavierscolleges.com,https://stxavierscolleges.com/ads.txt,True,-,
https://financeniti.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='financeniti.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f1b00d10160>: Failed to resolve 'financeniti.com' ([Errno -2] Name or service not known)""))"
https://jobscart25.com,-,-,-,-,-,Text content not found
